OID_,OBJECTID_1,OBJECTID_2,RS,Partido,Localidad,Direccion,Establecim,CP,Tel,X,Y,CENTER_ID
,"1,549","1,567",VI,QUILMES,Quilmes,Alem N° 455,Centro Educativo Terapéutico Reparador de Sueños,1878, ,-58.251989490000000,-34.720370299999999,"1,206"
,"1,550","1,568",VI,QUILMES,Quilmes,Avenida Mosconi N° 3005,La Quinta Hogar Integral y Centro de Día,1878, ,-58.288279889999998,-34.756876900000002,"1,207"
,"1,551","1,569",VI,QUILMES,Quilmes,Vicente Lopez N° 1441,CER Instituto Médico,B1878DVD,011-43509600,-58.262605090000001,-34.727250200000000,"1,208"
,"1,552","1,570",VI,QUILMES,Quilmes,Unamuno N° 4187,Fundación AINHEP,1878, ,-58.272612389999999,-34.763680899999997,"1,209"
,"1,570","1,588",VI,QUILMES,Quilmes,Carlos Pellegrini N° 433 (ex 225),Hogar Geriátrico Astral Cosmo S.A.,1878, ,-58.265570990000001,-34.725796189999997,"1,210"
,"1,571","1,589",VI,QUILMES,Quilmes,Carlos Pellegrini N° 525,Consultorios Externos(Sanatorio de La Trinidad),1878, ,-58.266383990000001,-34.726213489999999,"1,211"
,"1,572","1,590",VI,QUILMES,Quilmes,Vicente Lopez N° 1969,Policlínica Privada Obra Social Personal de la Sanidad ATSA Quilmes,1878, ,-58.259144890000002,-34.731786390000003,"1,212"
,"1,573","1,591",VI,QUILMES,Quilmes,Belgrano N° 632,Remisalud (Policlínica),1878, ,-58.250419290000004,-34.719230099999997,"1,213"
,"1,574","1,592",VI,QUILMES,Quilmes Oeste,Benito Perez Galdos N° 2647,Clínica Priv. de Reposo Abrines S.A.(Psiquiátrica),1879,011-42501061/1062,-58.283593390000000,-34.742720490000004,"1,214"
,"1,575","1,593",VI,QUILMES,Quilmes Oeste,Camino Gral. Belgrano N° 960,Sanatorio Clínica Privada General Belgrano,1879,011-42501833,-58.321149300000002,-34.737667490000000,"1,215"
,"1,576","1,594",VI,QUILMES,Quilmes Oeste,Colombia N° 3099,Clínica Privada Sanatorio Perpetuo Socorro,1879,011-42104010/11/2614/41158247,-58.271188889999998,-34.768961990000001,"1,216"
,"1,577","1,595",VI,QUILMES,Quilmes Oeste,Urquiza N° 1537,Clínica Privada Sanatorio Urquiza,B1879EME,011-42571212/241757,-58.269948360000001,-34.731791209999997,"1,217"
,"1,578","1,596",VI,QUILMES,Quilmes Oeste,San Martin N° 401,Clínica Policlínica Felipe Vallese,1879, ,-58.280259639999997,-34.709880859999998,"1,218"
,"1,579","1,597",VI,QUILMES,Quilmes Oeste,Camino Gral. Belgrano N° 964,Policlínica ADAMI SRL,1879, ,-58.321087800000001,-34.737721290000003,"1,219"
,"1,580","1,598",VI,QUILMES,Quilmes Oeste,Benito Perez Galdos N° 4756,Policlínica Privada Medicina Laboral,1879, ,-58.303142489999999,-34.752734490000002,"1,220"
,"1,581","1,599",VI,QUILMES,San Francisco Solano,Calle 843 N° 2416,Clínica Privada del Niño y La Familia,1881,011-42125805,-58.312067999999996,-34.779380000000003,"1,221"
,"1,582","1,600",VI,QUILMES,San Francisco Solano,Calle 881 N° 4343,Clínica de Psicopatología Phsiquis S.A.,1881, ,-58.296656800000001,-34.770343789999998,"1,222"
,"1,583","1,601",VI,QUILMES,San Francisco Solano,Calle 841 N° 2469,Sanatorio Privado Instituto Médico Modelo,1881,011-42125555,-58.312215299999998,-34.777713499999997,"1,223"
,"1,631","1,649",V,SAN FERNANDO,San Fernando,Chacabuco  N° 1194*,Sanatorio de la Ribera,1646,011-47467200 int.132,-58.554104189999997,-34.442898790000001,"1,224"
,"1,632","1,650",V,SAN FERNANDO,San Fernando,Avda. Presidente Peron N° 1045,Protección Salud S.A.,1646,011-48900222,-58.556257789999997,-34.440210489999998,"1,225"
,"1,633","1,651",V,SAN FERNANDO,San Fernando,Avda. del Libertador N° 640,C.M. De Oxigenoterapia Hiperbárica Hiper Vida S.R.L.,1646,011-47252994,-58.558705490000001,-34.437022890000001,"1,226"
,"1,634","1,652",V,SAN FERNANDO,San Fernando,Lavalle N° 1439,Clínica Privada San Fernando,B1646,011-48900700,-58.555487100000001,-34.444447789999998,"1,227"
,"1,635","1,653",V,SAN FERNANDO,San Fernando,Belgrano Nª 466,Diálisis San Pablo,1646, ,-58.563802090000003,-34.439108189999999,"1,228"
,"1,636","1,654",V,SAN ISIDRO,San Isidro,Buenos Aires N° 653,Centro de Empleados de Comercio de Zona Norte(Policlínica),1646, ,-58.592749169999998,-34.494127560000003,"1,229"
,"1,637","1,655",V,SAN FERNANDO,San Fernando,Constitucion N° 1426,Clínica San Benito,1646, ,-58.553969299999999,-34.443113099999998,"1,230"
,"1,638","1,656",V,SAN FERNANDO,San Fernando,Lavalle N° 652,Residencia para Adultos Mayores Arco Iris,1646, ,-58.561521100000000,-34.439694289999998,"1,231"
,"1,639","1,657",V,TIGRE,Tigre,Constituyentes 1426,Auxi Therapia,1646,011-47445064,-58.619587410000001,-34.491258899999998,"1,232"
,"1,640","1,658",V,SAN FERNANDO,San Fernando,3 de Febrero N° 592,Visión Odontológica SRL,1646, ,-58.561251190000000,-34.438633400000001,"1,233"
,"1,641","1,659",V,SAN FERNANDO,San Fernando,Sarmiento N° 1164,Policonsultorio San Fernando Medicina,1646, ,-58.557880900000001,-34.439724890000001,"1,234"
,"1,642","1,660",V,SAN FERNANDO,San Fernando,Lavalle N° 1435/7,DIAVERUM Argentina sede San Fernando(2112),1646, ,-58.555552190000000,-34.444466599999998,"1,235"
,"1,643","1,661",V,SAN FERNANDO,San Fernando,Avenida Libertador N° 1421,C.E.T.I.C.(Centrro de Estimunlación Temprana),1646, ,-58.552573090000003,-34.441814700000002,"1,236"
,"1,644","1,662",V,SAN FERNANDO,San Fernando,Tres de Febrero N° 826,Policlinica 23 De Mayo,1646,011-45491651,-58.559422800000000,-34.440116189999998,"1,237"
,"1,661","1,679",V,SAN ISIDRO,Beccar,Sucre N° 2126,Centro Odontológico San Isidro Labrador Centro,1643,011-47190786,-58.555225090000000,-34.478290889999997,"1,238"
,"1,662","1,680",V,SAN ISIDRO,Beccar,Julian Navarro N°48,Nueva Clínica Privada Beccar,1643,011-47430396/422509,-58.529607589999998,-34.459914490000003,"1,239"
,"1,663","1,681",V,SAN ISIDRO,Beccar,La Rabiada N° 2688/94,Institución Fátima Centro Educativo Terapéutico,1643, ,-58.558516390000001,-34.467515390000003,"1,240"
,"1,664","1,682",V,SAN ISIDRO,Boulogne,Bulnes N° 60,Instituto del Diagnóstico Boulogne,1609,011-47667631,-58.568013200000003,-34.511162890000001,"1,241"
,"1,665","1,683",V,SAN ISIDRO,Boulogne,Carlos Gardel N° 2169,Comunidad Terapéutica Gens(Rehabilitación de Drogadep.),1609, ,-58.576627400000000,-34.501719489999999,"1,242"
,"1,666","1,684",V,SAN ISIDRO,Boulogne,Gorriti N° 21,Centro De Rehabilitacion Cerene,1609,011-47632981,-58.545995200000000,-34.497332690000000,"1,243"
,"1,667","1,685",V,GENERAL SAN MARTIN,Boulogne,Roca N° 1811,Instituto Del Corazon Río de La Plata,1609,011-48370010,-58.568321290000000,-34.524875199999997,"1,244"
,"1,668","1,686",V,SAN ISIDRO,Boulogne,AvenidaF.de la Legua N° 35,Hills Medical clinic,1609, ,-58.550894599999999,-34.494427090000002,"1,245"
,"1,669","1,687",V,SAN ISIDRO,Boulogne,Gascon N° 602,KINDOMI SRL,1609, ,-58.556489390000003,-34.496702089999999,"1,246"
,"1,670","1,688",V,SAN ISIDRO,Boulogne,Coronel Cetz N° 470 of.3,Nex Salud S.R.L.Centro de Internación Domiciliaria,1609, ,-58.547109300000002,-34.496075990000001,"1,247"
,"1,671","1,689",V,SAN ISIDRO,Boulogne,Blanco Encalada N° 88 of.7,DOMILMED S.R.L.(Internación domiciliaria),1609, ,-58.552177989999997,-34.493552790000003,"1,248"
,"1,672","1,690",V,SAN ISIDRO,La Lucila,Diego Palma N° 101,MESI- Medicina Empresarial San Isidro(Policlínica),1642, ,-58.528610200000003,-34.470828990000001,"1,249"
,"1,673","1,691",V,SAN ISIDRO,Martinez,Pueyrredon N° 2047,Centro de Diálisis Nefrología Olivos S.A.,1640,011-47174251,-58.523430789999999,-34.509688900000000,"1,250"
,"1,674","1,692",V,SAN ISIDRO,Martinez,Cuyo N° 1683,Centro de Diálisis Fresinius Medical Care Arg. S.A.,1640,011-47987289,-58.523569289999998,-34.493689490000001,"1,251"
,"1,691","1,709",V,SAN ISIDRO,Martinez,Colectora Panamericana Este N° 2157 piso2ª of. A,Salud en el Hogar SRL(Centro de Internación Domiciliaria),1640, ,-58.561791489999997,-34.492252389999997,"1,252"
,"1,692","1,710",V,SAN ISIDRO,Martinez,Edison N° 100,Hogar Geriátrico Residencia Las Acacias,1640, ,-58.499820090000000,-34.493324090000002,"1,253"
,"1,693","1,711",V,SAN ISIDRO,San Isidro,Avenida Centenario N° 333/61,Instituto Lambertini Centro de Diagnóstico Médico Evidenciar SRL,1642,011-47322992,-58.514952500000000,-34.471505190000002,"1,254"
,"1,694","1,712",V,SAN ISIDRO,San Isidro,Blanco Escalada N° 158,Centro Médico Santa Rita,1642, ,-58.553051300000000,-34.492993499999997,"1,255"
,"1,695","1,713",V,SAN ISIDRO,San Isidro,Acassuso N° 497,Centro Médico Integral,1642,011-47475888,-58.513483999999998,-34.468833390000000,"1,256"
,"1,696","1,714",V,SAN ISIDRO,San Isidro,Alsina N° 259/261,Policlínica Círculo Católico de Obrero de San Isidro,1642,011-47439488,-58.518665089999999,-34.473541390000001,"1,257"
,"1,697","1,715",V,SAN ISIDRO,San Isidro,Diego Carman N° 555,Sanatorio Las Lomas,1642,011-42195500,-58.544792899999997,-34.495964590000000,"1,258"
,"1,698","1,716",V,SAN ISIDRO,San Isidro,Laprida N° 169,Cosultorios  Externos Mutual San Isidro Labrador,1642,011-47470908,-58.516289790000002,-34.473488400000001,"1,259"
,"1,699","1,717",V,SAN ISIDRO,San Isidro,Avenida Centenario N° 881,Centro de Diagnóstico y Tratamiento de Baja y Mediana Complejidad OSECAC,1642, ,-58.518816790000002,-34.467457899999999,"1,260"
,"1,700","1,718",V,SAN ISIDRO,San Isidro,Chacabuco N° 279,Policlínica Oftalmológica Norte,1642,011-47428272,-58.509842190000001,-34.469581689999998,"1,261"
,"1,701","1,719",V,SAN ISIDRO,San Isidro,Alem N° 102/116,Grupo Médico Cosme Beccar Consolidar Salud,1642,011-57880043,-58.512471589999997,-34.472838289999999,"1,262"
,"1,702","1,720",V,SAN ISIDRO,San Isidro,Fondo de La Legua N°577,Policlínica Privada Hepta,1642,011-47665668,-58.544982290000000,-34.497894690000003,"1,263"
,"1,703","1,721",V,SAN ISIDRO,San Isidro,Ituzaingo N° 157,Clínica Privada Centro de Ojos San Isidro,B1642DPC,011-47433330,-58.513789099999997,-34.470343290000002,"1,264"
,"1,704","1,722",V,SAN ISIDRO,San Isidro,Presbiterio Actis N° 555,Litoblast,1642,011-47351874,-58.528610200000003,-34.470828990000001,"1,265"
,"1,720","1,738",V,SAN ISIDRO,San Isidro,Lezica N° 3021,Instituto Cardiovascular Lezica,1642, ,-58.546604500000001,-34.494293790000000,"1,266"
,"1,721","1,739",V,SAN ISIDRO,San Isidro,Avenida Del Libertador N° 16958,Instituto FILUS, , ,-58.517099899999998,-34.463109990000000,"1,267"
,"1,722","1,740",V,SAN ISIDRO,San Isidro,Avenida Centenario N° 837,Policonsultorios Bristol Park,1642, ,-58.518459999999997,-34.467653890000001,"1,268"
,"1,723","1,741",V,SAN ISIDRO,San Isidro,Avenida Centenario N° 843,Centro Médico Emergencias Sociedad Anónima,1642, ,-58.518502290000001,-34.467597890000000,"1,269"
,"1,724","1,742",V,SAN ISIDRO,San Isidro,Avenida Libertador N° 16864,Hogar Geriátrico La Tradición,1642, ,-58.516119000000003,-34.464038789999996,"1,270"
,"1,725","1,743",V,SAN ISIDRO,San Isidro,Alsina N° 558,Centro de Rehabilitación del NorteI Discapacitados Neurolocomotores),1642, ,-58.522652500000000,-34.475671790000000,"1,271"
,"1,726","1,744",V,SAN ISIDRO,San Isidro,Thames N° 108,TEAM Pediátrico SRL(Internación Domiciliaria),1642, ,-58.544684199999999,-34.500501600000000,"1,272"
,"1,727","1,745",V,SAN ISIDRO,San Isidro,Belgrano N° 440 1er. P Of. 16,ODOUS Centro Odontológico,1642, ,-58.509631290000002,-34.469268999999997,"1,273"
,"1,728","1,746",V,SAN ISIDRO,San Isidro,Juan Jose Diaz N° 849,C.E.M.I.C. Centro de Educación Médca e Investigaciones Clínicas Norberto Quirno,1642, ,-58.515291499999996,-34.466419289999997,"1,274"
,"1,729","1,747",V,SAN ISIDRO,San Isidro,Chile N° 485,Preventive Life(Policlínica),1642, ,-58.515669500000001,-34.464720389999997,"1,275"
,"1,730","1,748",V,SAN ISIDRO,San Isidro,Avenida del Libertador N° 16860,Centro Terapéutico Lubertador (Hospital de Día),1642, ,-58.516084489999997,-34.464068490000002,"1,276"
,"1,731","1,749",V,SAN ISIDRO,Villa Adelina,Ucrania N° 2045,Clínica Privada Neuropsiquíatrica San Isidro,B1607DQA,011-47664450,-58.549189699999999,-34.522852800000003,"1,277"
,"1,732","1,750",V,SAN ISIDRO,Villa Adelina,Parana y Los Ceibos,Clínica Nuestra Señora de Pompeya,B1607EDC,011-47001751,-58.549250399999998,-34.526300800000001,"1,278"
,"1,733","1,751",V,SAN ISIDRO,Villa Adelina,Parana N° 5849,Centro Educativo Terapéutico Fundación Creciendo con los Angeles,1607, ,-58.542025289999998,-34.519983990000000,"1,279"
,"1,749","1,767",V,SAN MIGUEL,San Miguel,Sarmiento N°1646,Sanatorio San Miguel,1663,011-46645296/44512635,-58.739145700000002,-34.566784390000002,"1,280"
,"1,750","1,768",V,SAN MIGUEL,San Miguel,Sarmiento  N° 1431,Clínica de Ojos Dr. Nano,1663,011-46641406/5799/7370,-58.737078500000003,-34.568277790000003,"1,281"
,"1,751","1,769",V,SAN MIGUEL,San Miguel,Avenida Pte. Peron  N° 1796,Sanatorio General Sarmiento Clínica Privada S.A.,B1663GHT,011-44697300 int.1615/1616,-58.714780699999999,-34.540183200000001,"1,282"
,"1,752","1,770",V,SAN MIGUEL,San Miguel,Avenida Pte. Peron N° 1900,Grupo Médico de Ortopedia y Traumatología,1663,011-44640138/46640403,-58.716018490000003,-34.539244990000000,"1,283"
,"1,753","1,771",V,SAN MIGUEL,San Miguel,D'elia N° 1530,Centro Médico Dr. Caram,1663,011-46670616,-58.709775190000002,-34.541320489999997,"1,284"
,"1,754","1,772",V,SAN MIGUEL,San Miguel,Paunero N° 2179,Centro de Diálisis Gambro,1663,011-44513741,-58.728618689999998,-34.528956800000003,"1,285"
,"1,755","1,773",V,SAN MIGUEL,San Miguel,Paunero N° 1648,Clínica Bessone,1663,011-46672040,-58.711856200000000,-34.541032289999997,"1,286"
,"1,756","1,774",V,SAN MIGUEL,San Miguel,Avenida Presidente Peron 1114,Consultorios Externos Hospital Alberto Duhau,1663, ,-58.706684000000003,-34.546098989999997,"1,287"
,"1,757","1,775",V,SAN MIGUEL,San Miguel,Consejal Tribulato 612,Medicina Del Dolor Imed,1663, ,-58.708108600000003,-34.536173699999999,"1,288"
,"1,758","1,776",V,SAN MIGUEL,San Miguel,Domingo Faustino Sarmiento N° 1369,Hogar Geriatrico Paestum,1663, ,-58.710456399999998,-34.544976699999999,"1,289"
,"1,759","1,777",V,SAN MIGUEL,San Miguel,Maestro Angel D´Elia N° 1439,Rosamond Salud S.A.,1663,011-46644851,-58.708835899999997,-34.542060489999997,"1,290"
,"1,760","1,778",V,SAN MIGUEL,San Miguel,Maestro Sarmiento 1210,Hogar De Rehabilitacion San Ignacio,1663, ,-58.726138089999999,-34.562351600000000,"1,291"
,"1,761","1,779",V,SAN MIGUEL,San Miguel,San Lorenzo 2222,Centro Medico Del Libertador,1663, ,-58.714668789999998,-34.532192199999997,"1,292"
,"1,762","1,780",V,SAN MIGUEL,San Miguel,Sarmiento 1746,Policlinica Consultorios Salud Ad Hoc,1663, ,-58.740616889999998,-34.565740390000002,"1,293"
,"1,763","1,781",V,SAN MIGUEL,San Miguel,Sarmiento 1678,Consultorios Odontologicos St. Leger,1663,011-44517444,-58.739514800000002,-34.566505390000003,"1,294"
,"1,780","1,798",V,SAN MIGUEL,San Miguel,Espana N° 1190,SEMESA(Consultorios),1663, ,-58.714772990000000,-34.540075799999997,"1,295"
,"1,781","1,799",V,SAN MIGUEL,San Miguel,Espana N° 1190 3er. P,Sir Servicios Integrales de Rehabilitación,1663, ,-58.714772990000000,-34.540075799999997,"1,296"
,"1,782","1,800",V,SAN MIGUEL,San Miguel,Sarmiento N° 1334,Centro Médico de Asitencia Pediátrica(Policlínico),1663, ,-58.736186099999998,-34.568961799999997,"1,297"
,"1,783","1,801",V,SAN MIGUEL,San Miguel,Zapiola N° 1405,Hogar Geriátrico Un Lugar en el Mundo,1663, ,-58.718262099999997,-34.551326289999999,"1,298"
,"1,784","1,802",V,SAN MIGUEL,San Miguel,Serrano N° 1264,Consultorios Oftalmológicos Serrano,B1663GUD,01146641293,-58.704847399999998,-34.541768599999997,"1,299"
,"1,785","1,803",V,SAN MIGUEL,San Miguel,Tribulato N° 930,A.P.E.B.I.Centro de Día de San Miguel,1663, ,-58.711198699999997,-34.539068489999998,"1,300"
,"1,786","1,804",V,SAN MIGUEL,San Miguel,Avenida Presidente Juan Domingo Peron N° 1886 1er. Piso B,Salud CARE SRL (Internación Domiciliaria),1663, ,-58.715904700000003,-34.539363190000003,"1,301"
,"1,787","1,805",V,SAN MIGUEL,San Miguel,Espana N° 1159,Centro Integral de Diagnóstico por Imágines Lobos,B1663MNU,01146676376,-58.714472999999998,-34.539887790000002,"1,302"
,"1,839","1,857",XI,SAN VICENTE,San Vicente,Del Viejo Tranvia N° 52,Fundacion Araucaria (Drogadependientes),1865, ,-58.395767900000003,-34.996312799999998,"1,303"
,"1,840","1,858",XI,SAN VICENTE,San Vicente,San Miguel N° 343,Comunidad Terapéutica San Mateo,1865, ,-58.423757400000000,-35.024169790000002,"1,304"
,"1,841","1,859",XI,SAN VICENTE,San Vicente,Fernando de Aragon N° 352,Una Buena Estrella SRL(Centro de Día),1865, ,-58.386340089999997,-34.961175089999998,"1,305"
,"1,870","1,888",V,TIGRE,Don Torcuato,Juan De Garay N° 1444,Policlinica Privada San Isidro,1611,011-47489496,-58.617674100000002,-34.485482990000001,"1,306"
,"1,871","1,889",V,TIGRE,Don Torcuato,Reibaud 1448,Centro Medico Reybaud,1611, ,-58.635157890000002,-34.495381000000002,"1,307"
,"1,872","1,890",V,TIGRE,Don Torcuato,Ruta 202 N° 2570,Centro de Atención Primaria Delegación Don Torcuato Sindicato Obreros de Maestranza,1611, ,-58.627271499999999,-34.493804890000000,"1,308"
,"1,873","1,891",V,TIGRE,Don Torcuato,Ruta 202 N° 2223,Grupo Médico Don Torcuato,1611,011-47414260,-58.627271499999999,-34.493804890000000,"1,309"
,"1,874","1,892",V,TIGRE,Don Torcuato,Estrada N° 1292,Salud del Tercer Milenio SA(Internación Domiciliaria),1611, ,-58.637365299999999,-34.494662290000001,"1,310"
,"1,875","1,893",V,TIGRE,Don Torcuato,Ruta 202 N° 2026(ex Avenida Angel T. de Alvear),Plan Médico de la Vida Reversa SA(Policlínica),1611, ,-58.627271499999999,-34.493804890000000,"1,311"
,"1,876","1,894",V,TIGRE,Don Torcuato,Avenida del Trabajo N° 2184,Policlínica Mitre Don Torcuato,1611, ,-58.619858290000003,-34.503875800000003,"1,312"
,"1,877","1,895",V,TIGRE,El Talar de Pacheco,Espana N° 294,Clínica Privada de Mental El Chalet,1618, ,-58.651290990000000,-34.481122589999998,"1,313"
,"1,878","1,896",V,TIGRE,El Talar de Pacheco,Ruta 197 y Panamericana,Centro Médico Talar,B1618,011-47268000,-58.579658500000001,-34.425086989999997,"1,314"
,"1,879","1,897",V,TIGRE,El Talar de Pacheco,Ruta 197 y Panamericana,Hemodinamia Olivos,1618,011-47976440/846112,-58.579658500000001,-34.425086989999997,"1,315"
,"1,880","1,898",V,TIGRE,El Talar de Pacheco,Jose Marmol N° 1946,Geriátrico del Norte,1618, ,-58.598419399999997,-34.449157499999998,"1,316"
,"1,881","1,899",V,TIGRE,El Talar de Pacheco,Francia esq. Maestra Cecilia Voena S/N°,Centro Medico Norte,B1618,01145897100,-58.579658500000001,-34.425086989999997,"1,317"
,"1,882","1,900",V,TIGRE,El Talar de Pacheco,Ruta Panamricana y Venezuela,Centro de Diagnóstico y Tratamiento O.S.P.I.A.,1618, ,-58.579658500000001,-34.425086989999997,"1,318"
,"1,883","1,901",V,TIGRE,El Talar de Pacheco,Colombia y Belgrano,Centro de Rehabilitación Los Pinos,1618, ,-58.662838899999997,-34.472580989999997,"1,319"
,"1,884","1,902",V,TIGRE,El Talar de Pacheco,Corredor Bancalari N° 3901 local 16 1° P,Cliché Estética SRL(Policlínica),1618, ,-58.579658500000001,-34.425086989999997,"1,320"
,"1,901","1,919",V,TIGRE,Tigre,Ing. Maschwitch N° 170,Centro Geriatrico Alco,1648, ,-58.579658500000001,-34.425086989999997,"1,321"
,"1,902","1,920",V,TIGRE,Tigre,Liniers 1018,Centro Medico Del Sol,1648, ,-58.588318590000000,-34.418095889999996,"1,322"
,"1,903","1,921",V,TIGRE,Tigre,Mitre e Italia,Clinica De La Mujer y La FamiliaS.R.L.,1648,011-474311659,-58.579673200000002,-34.422126190000000,"1,323"
,"1,904","1,922",V,TIGRE,Tigre,Rio San Antonio Y Capitan,Deltamedic,1648, ,-58.579658500000001,-34.425086989999997,"1,324"
,"1,905","1,923",V,TIGRE,Tigre,Avenida Cazon N° 940,Centro de Diálisis DIAVERUM Argentina Sede Tigre (2148),1648, ,-58.573960800000002,-34.428028890000000,"1,325"
,"1,930","1,948",VII,TRES DE FEBRERO,Caseros,Caseros N° 2725,Clínica Privada Sanatorio Caseros,1678, ,-58.567646990000000,-34.607123090000002,"1,326"
,"1,931","1,949",VII,TRES DE FEBRERO,Caseros,Avenida San Martin N°2024,Clínica Privada Otorrinolaringología Doctor Hocsman,1678,011-47502510,-58.561699490000002,-34.600484299999998,"1,327"
,"1,932","1,950",VII,TRES DE FEBRERO,Caseros,San Martin N° 1294/98,Medicine Serv. Para la Salud,1678, ,-58.563820399999997,-34.604914690000001,"1,328"
,"1,933","1,951",VII,TRES DE FEBRERO,Caseros,Calle 655-Caseros Nª 2735/86,Hogar Geriátrico Convivencia,1678, ,-58.567588800000003,-34.607194800000002,"1,329"
,"1,934","1,952",VII,TRES DE FEBRERO,Caseros,Avenida Mitre N° 4728,Centro de Día Araucaria,1678, ,-58.563523760000002,-34.610037040000002,"1,330"
,"1,935","1,953",VII,TRES DE FEBRERO,Caseros,Avenida San Martin 2178 Planta Baja B,Policlinica Privada Del Niño,1678, ,-58.561794089999999,-34.602010190000001,"1,331"
